Gender,State (Location), 10th percentage, 12th percentage,Difference,Degree of study,Specialization in study, College percentage,Age, English 1,English 2,English 3,English 4,Quantitative Ability 1,Quantitative Ability 2,Quantitative Ability 3,Quantitative Ability 4,Domain Skills 1,Domain Skills 2,Domain Test 3,Domain Test 4,Analytical Skills 1,Analytical Skills 2,Analytical Skills 3,Performance
A,A,81.6,91.5,2,X,B,63.7,13,79.24528302,84.7133758,86.66666667,59.50920245,32.78688525,54.49101796,65.36312849,50.28901734,37.5,58.27338129,42.06896552,75.18248175,58.18181818,55.69620253,60.91954023,BP
B,A,85,92.5,2,X,B,74.8,13,81.13207547,91.08280255,86.66666667,82.82208589,44.26229508,55.68862275,58.65921788,63.00578035,42.85714286,56.83453237,61.37931034,69.34306569,43.63636364,68.35443038,33.33333333,LP
A,C,87.33,90.3,2,X,B,70.88,12,75.47169811,78.34394904,84.24242424,75.4601227,54.09836066,76.04790419,74.30167598,58.38150289,64.28571429,79.85611511,83.44827586,60.58394161,72.72727273,75.94936709,72.4137931,BP
B,D,82.8,76,2,X,B,66,13,62.26415094,64.33121019,76.96969697,69.32515337,49.18032787,66.46706587,57.54189944,63.00578035,42.85714286,65.4676259,58.62068966,60.58394161,60,25.3164557,72.4137931,BP
B,A,94.6,91,2,X,B,71.08,13,81.13207547,89.8089172,86.66666667,90.18404908,50.81967213,74.8502994,64.24581006,80.34682081,58.92857143,74.10071942,62.75862069,79.5620438,83.63636364,91.13924051,77.01149425,BP
B,J,89,71,2,X,B,65.6,14,83.01886792,65.60509554,89.09090909,58.28220859,42.62295082,74.8502994,58.65921788,61.84971098,41.07142857,59.71223022,58.62068966,66.42335766,87.27272727,81.01265823,88.50574713,BP
A,V,84,83,2,X,B,79.1,13,52.83018868,69.42675159,67.27272727,70.55214724,44.26229508,68.86227545,62.01117318,76.87861272,48.21428571,65.4676259,62.75862069,69.34306569,61.81818182,91.13924051,51.72413793,BP
B,A,94.8,89.08,2,X,C,78.2,12,41.50943396,56.68789809,57.57575758,70.55214724,16.39344262,44.91017964,44.13407821,63.00578035,51.78571429,69.78417266,55.86206897,81.02189781,52.72727273,53.16455696,51.72413793,MP
B,A,94.6,96.75,2,X,C,86.8,12,26.41509434,52.86624204,51.51515152,60.73619632,34.42622951,49.7005988,57.54189944,61.84971098,46.42857143,66.90647482,61.37931034,64.96350365,63.63636364,81.01265823,56.32183908,BP
A,D,85.5,84,2,X,B,71.53,12,37.73584906,89.8089172,66.06060606,49.69325153,52.45901639,73.65269461,70.94972067,80.34682081,55.35714286,81.29496403,54.48275862,72.26277372,47.27272727,86.07594937,47.12643678,BP
A,A,89.8,80.4,2,X,C,81.1,13,47.16981132,79.61783439,56.36363636,64.41717791,47.54098361,55.68862275,63.12849162,52.60115607,46.42857143,52.51798561,66.89655172,76.64233577,74.54545455,63.29113924,81.6091954,BP
A,D,91.67,90.67,2,X,B,70.77,13,35.8490566,54.14012739,63.63636364,59.50920245,29.50819672,59.28143713,63.12849162,54.9132948,51.78571429,81.29496403,62.75862069,63.50364964,54.54545455,78.48101266,44.82758621,BP
B,A,92.4,88.4,2,X,C,75.9,13,41.50943396,74.52229299,57.57575758,58.28220859,11.47540984,47.30538922,43.01675978,49.13294798,35.71428571,55.39568345,64.13793103,53.28467153,69.09090909,73.41772152,67.81609195,MP
B,K,82,80,2,X,B,72.3,13,50.94339623,56.68789809,66.06060606,76.68711656,60.6557377,78.44311377,66.48044693,60.69364162,66.07142857,84.17266187,64.13793103,82.48175182,81.81818182,70.88607595,83.90804598,BP
A,A,74,76.5,2,X,B,74.7,13,71.69811321,73.24840764,76.96969697,86.50306748,14.75409836,54.49101796,41.89944134,60.69364162,55.35714286,69.78417266,61.37931034,75.18248175,76.36363636,93.67088608,67.81609195,BP
A,D,92,92.17,2,X,B,67.84,13,52.83018868,65.60509554,66.06060606,71.7791411,39.3442623,65.26946108,62.01117318,54.9132948,55.35714286,64.02877698,75.17241379,75.18248175,76.36363636,73.41772152,77.01149425,BP
B,L,81.73,74.8,2,X,B,77.5,12,67.9245283,77.07006369,64.84848485,76.68711656,27.86885246,50.89820359,53.0726257,49.13294798,46.42857143,68.34532374,54.48275862,69.34306569,70.90909091,78.48101266,67.81609195,LP
B,D,90.1,84.6,2,X,G,75.91,12,60.37735849,78.34394904,63.63636364,76.68711656,55.73770492,68.86227545,60.89385475,76.87861272,66.07142857,78.41726619,79.31034483,67.88321168,87.27272727,72.15189873,73.56321839,BP
B,E,89.4,79.2,2,X,J,67.7,14,28.30188679,66.87898089,63.63636364,48.46625767,55.73770492,76.04790419,64.24581006,63.00578035,62.5,82.73381295,71.03448276,64.96350365,63.63636364,49.36708861,73.56321839,BP
B,B,78.6,78.6,2,X,J,78.7,12,22.64150943,68.15286624,55.15151515,52.14723926,26.2295082,53.29341317,46.36871508,53.75722543,58.92857143,81.29496403,66.89655172,62.04379562,70.90909091,87.34177215,73.56321839,BP
B,E,95.36,92.33,2,X,G,79.5,13,56.60377358,71.97452229,67.27272727,75.4601227,32.78688525,61.67664671,57.54189944,51.44508671,53.57142857,66.90647482,68.27586207,72.26277372,63.63636364,51.89873418,41.37931034,LP
A,D,79.2,64.8,3,X,G,66.69,14,32.0754717,63.05732484,57.57575758,57.05521472,39.3442623,61.67664671,57.54189944,53.75722543,42.85714286,43.88489209,60,70.80291971,41.81818182,54.43037975,29.88505747,MP
A,E,63.4,72.33,2,X,G,70.72,13,49.05660377,60.50955414,73.33333333,66.87116564,49.01639344,70.05988024,58.65921788,69.94219653,57.14285714,68.34532374,65.51724138,82.48175182,45.45454545,49.36708861,48.27586207,NaN
A,I,84.67,83,2,X,J,70,14,56.60377358,71.97452229,69.6969697,79.14110429,63.93442623,71.25748503,73.18435754,81.50289017,69.64285714,79.85611511,75.17241379,76.64233577,80,82.27848101,59.77011494,BP
A,A,69,78.33,2,X,G,66.66,12,37.73584906,63.05732484,68.48484848,54.60122699,32.78688525,67.66467066,51.95530726,51.44508671,44.64285714,72.6618705,57.24137931,62.04379562,41.81818182,49.36708861,39.08045977,LP
B,W,91.84,89,2,X,G,76.9,12,77.35849057,78.34394904,84.24242424,85.27607362,42.62295082,65.26946108,50.83798883,64.16184971,73.21428571,81.29496403,65.51724138,91.24087591,70.90909091,54.43037975,73.56321839,BP
B,E,96.32,92.3,2,X,G,74.7,13,71.50943396,68.15286624,81.81818182,85.27607362,45.73770492,53.29341317,75.41899441,69.94219653,71.42857143,75.53956835,80.68965517,81.02189781,61.81818182,77.21518987,68.96551724,BP
B,E,83,76.8,2,X,J,75.8,13,56.60377358,66.87898089,67.27272727,73.00613497,40.98360656,59.28143713,58.65921788,50.28901734,80.35714286,76.97841727,77.93103448,95.62043796,50.90909091,59.49367089,50.57471264,BP
B,D,76,84,2,X,G,67.56,13,52.83018868,70.70063694,60,73.00613497,19.67213115,48.50299401,43.01675978,53.75722543,50,72.6618705,58.62068966,76.64233577,52.72727273,44.30379747,48.27586207,BP
A,E,87.6,88.2,2,X,J,69.3,13,96.22641509,92.3566879,96.36363636,77.91411043,47.37704918,74.8502994,60.89385475,66.47398844,65.89285714,91.36690647,72.4137931,72.26277372,56.36363636,67.08860759,50.57471264,LP
B,D,79.8,69.4,2,X,J,75.8,14,45.28301887,66.87898089,61.21212121,73.00613497,19.67213115,55.68862275,48.60335196,60.69364162,57.14285714,74.10071942,71.03448276,67.88321168,54.54545455,87.34177215,34.48275862,BP
A,H,84.6,76,2,X,J,74.9,14,33.96226415,65.60509554,58.78787879,58.28220859,62.29508197,80.83832335,57.54189944,80.34682081,75,89.92805755,73.79310345,78.10218978,78.18181818,62.02531646,80.45977011,BP
B,E,89.92,82.16,2,X,G,71.77,13,45.28301887,73.24840764,72.12121212,61.96319018,14.75409836,53.29341317,36.31284916,65.31791908,51.78571429,59.71223022,66.89655172,75.18248175,38.18181818,56.96202532,25.28735632,LP
A,A,86.67,92.67,2,X,G,72,13,26.41509434,68.15286624,53.93939394,54.60122699,57.37704918,61.67664671,75.41899441,66.47398844,35.71428571,51.07913669,51.72413793,75.18248175,29.09090909,67.08860759,48.27586207,BP
A,J,86.5,74.5,2,X,G,63.63,12,49.05660377,51.59235669,63.63636364,70.55214724,44.26229508,58.08383234,59.77653631,65.31791908,51.78571429,58.27338129,65.51724138,82.48175182,40,54.43037975,29.88505747,BP
A,B,76.4,74.4,2,X,J,68.88,13,45.28301887,69.42675159,51.51515152,75.4601227,90,82.03592814,82.12290503,93.06358382,58.92857143,69.78417266,57.24137931,88.32116788,69.09090909,59.49367089,68.96551724,BP
A,F,89,67,2,X,G,72,14,28.30188679,69.42675159,66.06060606,48.46625767,31.14754098,53.29341317,57.54189944,60.69364162,51.78571429,69.78417266,58.62068966,78.10218978,67.09090909,77.21518987,75.86206897,BP
B,C,85.6,87.8,2,W,F,73.4,14,15.09433962,63.05732484,68.48484848,43.55828221,59.01639344,76.04790419,64.24581006,75.72254335,50,78.41726619,62.75862069,64.96350365,56.36363636,82.27848101,45.97701149,BP
A,B,75.6,81.8,2,X,G,68.9,12,35.8490566,64.33121019,62.42424242,61.96319018,52.45901639,77.24550898,59.77653631,73.41040462,82.14285714,81.29496403,87.5862069,76.64233577,65.45454545,74.6835443,52.87356322,BP
B,B,90,81,2,X,G,71.01,14,33.96226415,68.15286624,56.36363636,66.87116564,47.54098361,66.46706587,73.18435754,57.22543353,64.28571429,82.73381295,69.65517241,73.72262774,NaN,79.74683544,80.45977011,BP
A,D,89.4,85.8,2,X,G,75.67,13,66.03773585,85.98726115,76.96969697,58.28220859,55.73770492,76.04790419,68.7150838,60.69364162,71.42857143,74.10071942,80.68965517,85.40145985,56.36363636,62.02531646,50.57471264,BP
A,B,84.6,83.56,2,X,G,79.16,13,41.50943396,64.33121019,56.36363636,66.87116564,65.57377049,84.43113772,79.88826816,84.97109827,100,89.92805755,93.10344828,91.24087591,60,49.36708861,59.77011494,BP
B,A,93.6,75.33,2,X,G,72.4,13,28.30188679,54.14012739,58.78787879,58.28220859,31.14754098,48.50299401,54.18994413,53.75722543,23.21428571,42.44604317,53.10344828,63.50364964,58.18181818,62.02531646,62.06896552,BP
A,C,78,84,2,W,F,70.7,15,43.39622642,66.87898089,58.78787879,74.23312883,60.6557377,66.46706587,77.65363128,76.87861272,100,98.56115108,88.96551724,89.7810219,92.72727273,82.27848101,73.56321839,BP
A,E,80.8,91.5,2,X,J,64.52,14,79.24528302,84.7133758,87.87878788,68.09815951,65.57377049,79.64071856,72.06703911,57.22543353,80.35714286,81.29496403,79.31034483,91.24087591,94.54545455,69.62025316,82.75862069,BP
A,E,81.4,77.6,2,X,G,69.8,13,50.94339623,68.15286624,74.54545455,65.64417178,47.54098361,67.66467066,58.65921788,60.69364162,58.92857143,82.73381295,68.27586207,59.12408759,60,74.6835443,45.97701149,BP
B,D,88,86,2,X,J,78.45,12,50.94339623,74.52229299,67.27272727,66.87116564,42.62295082,60.47904192,59.77653631,58.38150289,69.64285714,81.29496403,72.4137931,81.02189781,58.18181818,77.21518987,45.97701149,BP
A,A,85.09,93.67,2,X,J,73.3,12,28.30188679,59.23566879,63.63636364,50.9202454,13.1147541,41.31736527,37.4301676,67.6300578,28.57142857,52.51798561,53.10344828,47.44525547,52.72727273,56.96202532,45.97701149,BP
A,B,88,76.8,2,X,J,77.8,13,66.03773585,91.08280255,58.78787879,80.36809816,54.09836066,53.29341317,74.30167598,72.25433526,71.42857143,87.05035971,75.17241379,73.72262774,70.90909091,79.74683544,52.87356322,BP
B,A,88,85,2,X,G,75.4,13,37.73584906,75.79617834,60,55.82822086,9.836065574,41.31736527,38.54748603,56.06936416,41.07142857,55.39568345,54.48275862,72.26277372,36.36363636,39.24050633,34.48275862,LP
B,B,88,80.6,2,X,G,69.97,12,64.1509434,65.60509554,78.18181818,61.96319018,49.01639344,64.07185629,67.59776536,66.47398844,66.07142857,82.73381295,68.27586207,79.5620438,70.90909091,87.34177215,43.67816092,BP
A,B,73.3,86.4,2,X,J,72.3,13,11.32075472,57.96178344,49.09090909,60.73619632,50.81967213,76.04790419,60.89385475,49.13294798,75,81.29496403,69.65517241,89.7810219,47.09090909,46.83544304,50.57471264,BP
A,E,78.2,86.67,2,X,J,64.11,12,62.26415094,75.79617834,74.54545455,75.4601227,54.09836066,76.04790419,70.94972067,57.22543353,62.5,75.53956835,82.06896552,56.20437956,78.18181818,62.02531646,68.96551724,BP
A,E,92.64,88.67,2,X,J,73.54,13,54.71698113,65.60509554,66.06060606,79.14110429,50.81967213,77.24550898,67.59776536,80.34682081,94.64285714,84.17266187,88.96551724,100,81.81818182,89.87341772,82.75862069,BP
B,E,91.52,87.33,2,X,J,70.88,13,39.62264151,70.70063694,67.27272727,54.60122699,34.26229508,60.47904192,51.95530726,63.00578035,57.14285714,64.02877698,69.65517241,76.64233577,56.36363636,72.15189873,55.17241379,MP
B,E,79,66.8,2,X,J,70.1,12,54.71698113,84.7133758,64.84848485,70.55214724,34.42622951,67.66467066,62.01117318,54.9132948,51.78571429,81.29496403,55.86206897,60.58394161,49.09090909,59.49367089,39.08045977,LP
B,E,87.8,88.4,2,X,G,79.73,13,18.86792453,64.33121019,47.87878788,49.69325153,60.6557377,58.08383234,69.83240223,61.84971098,69.64285714,76.97841727,79.31034483,72.26277372,96.36363636,84.81012658,71.26436782,BP
B,B,76,85,2,X,J,80.4,12,58.49056604,89.8089172,78.18181818,58.28220859,52.45901639,77.24550898,70.94972067,64.16184971,89.28571429,89.92805755,87.5862069,83.94160584,69.09090909,84.81012658,64.36781609,BP
A,M,80.6,85.16,2,X,G,68.29,12,49.05660377,64.33121019,69.6969697,65.64417178,32.78688525,54.49101796,55.30726257,50.28901734,66.07142857,69.78417266,62.75862069,92.70072993,54.54545455,54.43037975,36.7816092,BP
A,E,88.96,88.17,2,X,G,73.89,13,58.49056604,71.97452229,67.27272727,75.4601227,49.01639344,68.86227545,73.18435754,56.06936416,80.35714286,84.17266187,86.20689655,79.5620438,52.72727273,69.62025316,55.17241379,BP
A,B,71.6,81.6,2,X,J,72.48,13,37.73584906,60.50955414,63.63636364,59.50920245,16.39344262,53.29341317,38.54748603,52.60115607,53.57142857,78.41726619,55.86206897,73.72262774,61.81818182,74.6835443,62.06896552,BP
B,E,79.2,81.3,2,X,G,74.2,13,49.05660377,73.24840764,62.42424242,66.87116564,60.6557377,61.67664671,74.30167598,54.9132948,100,89.92805755,91.72413793,92.70072993,65.45454545,69.62025316,73.56321839,BP
B,P,79.8,72.8,2,X,G,74.67,12,37.73584906,57.96178344,60,63.19018405,39.3442623,52.09580838,54.18994413,63.00578035,10.71428571,23.74100719,65.51724138,45.98540146,70.90909091,79.74683544,41.37931034,LP
B,E,96,91.66,2,X,J,74.79,12,69.81132075,84.7133758,72.12121212,81.59509202,45.90163934,60.47904192,62.01117318,61.84971098,57.14285714,65.4676259,73.79310345,75.18248175,74.54545455,79.74683544,55.17241379,NaN
A,E,92.48,95,2,X,G,76.28,13,62.26415094,61.78343949,78.18181818,73.00613497,81.80327869,86.82634731,86.59217877,94.21965318,100,95.68345324,97.24137931,85.40145985,87.27272727,92.40506329,80.45977011,LP
B,B,88.6,87.1,2,X,G,78.4,13,94.33962264,87.2611465,96.36363636,77.91411043,NaN,58.08383234,81.00558659,76.87861272,78.57142857,82.73381295,79.31034483,86.86131387,74.54545455,54.43037975,68.96551724,BP
A,E,80.6,85,2,X,J,63.92,13,50.94339623,59.23566879,61.21212121,74.23312883,16.39344262,48.50299401,50.83798883,63.00578035,62.5,79.85611511,68.27586207,72.26277372,47.27272727,64.55696203,50.57471264,MP
B,E,86.24,94.5,2,X,J,71.27,12,73.39622642,65.60509554,58.78787879,80.36809816,26.2295082,47.30538922,47.48603352,64.16184971,46.42857143,59.71223022,58.62068966,70.80291971,58.18181818,74.6835443,48.27586207,BP
B,H,84.8,71.4,2,X,G,63.9,14,54.71698113,71.97452229,70.90909091,66.87116564,40.81967213,56.88622754,73.18435754,66.47398844,51.78571429,69.78417266,53.10344828,82.48175182,38.18181818,67.08860759,36.7816092,LP
B,E,63,74.66,3,X,J,68.33,13,39.62264151,63.05732484,52.72727273,69.32515337,30.98360656,50.89820359,57.54189944,52.60115607,44.64285714,56.83453237,55.86206897,75.18248175,67.27272727,77.21518987,62.06896552,LP
A,E,92.8,92.16,2,X,J,74.35,13,69.81132075,85.98726115,72.12121212,87.73006135,57.37704918,76.04790419,67.59776536,75.72254335,78.57142857,78.41726619,82.06896552,89.7810219,65.27272727,89.87341772,78.16091954,NaN
A,I,91.2,89.5,2,X,J,73,14,67.9245283,79.61783439,69.6969697,81.59509202,78.68852459,86.82634731,62.01117318,84.97109827,87.5,82.73381295,91.72413793,86.86131387,67.27272727,67.08860759,78.16091954,BP
A,E,79.84,80.83,2,X,J,70.55,13,37.73584906,54.14012739,58.78787879,69.32515337,22.95081967,53.29341317,43.01675978,57.22543353,46.42857143,62.58992806,61.37931034,67.88321168,43.63636364,46.83544304,66.66666667,LP
A,C,69.6,71,2,W,F,75,15,49.05660377,73.24840764,62.42424242,65.64417178,60.6557377,76.04790419,64.24581006,66.47398844,66.07142857,74.10071942,73.79310345,79.5620438,52.72727273,46.83544304,59.77011494,BP
A,B,86.2,86.18,2,X,J,71.3,13,45.28301887,71.97452229,76.96969697,61.96319018,47.37704918,65.26946108,67.59776536,67.6300578,69.64285714,78.41726619,68.27586207,89.7810219,85.27272727,89.87341772,82.75862069,MP
A,E,88.16,86.5,2,X,G,71.64,13,22.64150943,47.77070064,51.51515152,59.50920245,37.70491803,60.47904192,57.54189944,59.53757225,71.42857143,92.8057554,65.51724138,82.48175182,58.18181818,72.15189873,48.27586207,BP
A,E,67.04,80,2,X,J,63.13,13,43.39622642,64.33121019,62.42424242,68.09815951,11.31147541,58.08383234,49.72067039,51.44508671,57.14285714,71.22302158,60,82.48175182,60,67.08860759,57.47126437,BP
A,C,78.33,86.8,2,W,F,70.12,14,41.50943396,61.78343949,50.3030303,71.7791411,68.85245902,77.24550898,73.18435754,79.19075145,66.07142857,82.73381295,65.51724138,79.5620438,78.18181818,79.74683544,75.86206897,BP
A,E,93.92,81,2,X,J,65.06,14,60.37735849,78.34394904,73.33333333,66.87116564,39.3442623,61.67664671,53.0726257,60.69364162,60.71428571,74.10071942,83.44827586,63.50364964,87.27272727,72.15189873,73.56321839,MP
A,N,80.33,88.8,2,X,J,73.6,13,96.22641509,89.8089172,97.57575758,74.23312883,NaN,85.62874251,55.30726257,80.34682081,78.57142857,89.92805755,79.31034483,72.26277372,98.18181818,92.40506329,82.75862069,BP
B,E,84.2,93,2,X,G,75.2,12,45.28301887,83.43949045,64.84848485,64.41717791,60.6557377,64.07185629,74.30167598,75.72254335,53.57142857,78.41726619,62.75862069,69.34306569,74.54545455,62.02531646,52.87356322,BP
B,X,68.2,69.4,2,X,G,64.56,14,39.62264151,59.23566879,64.84848485,63.19018405,29.50819672,56.88622754,48.60335196,54.9132948,35.71428571,51.07913669,62.75862069,66.42335766,58.18181818,72.15189873,59.77011494,LP
A,E,81,82.16,2,X,G,63.92,13,81.13207547,93.63057325,86.66666667,57.05521472,55.73770492,74.8502994,55.30726257,53.75722543,85.71428571,78.41726619,87.5862069,88.32116788,74.54545455,82.27848101,75.86206897,BP
B,E,84.6,86,2,X,B,68.29,12,47.16981132,60.50955414,63.63636364,70.55214724,36.06557377,76.04790419,48.60335196,53.75722543,53.57142857,65.4676259,65.51724138,78.10218978,65.45454545,54.43037975,66.66666667,NaN
B,E,89.33,86.5,3,X,G,73.16,13,54.71698113,77.07006369,66.06060606,66.87116564,59.01639344,65.26946108,73.18435754,69.94219653,66.07142857,78.41726619,77.93103448,66.42335766,72.72727273,74.6835443,52.87356322,BP
B,E,90.72,81.33,2,X,G,70,12,47.16981132,66.87898089,60,70.55214724,37.70491803,52.09580838,67.59776536,61.84971098,37.5,71.22302158,53.10344828,50.3649635,45.45454545,77.21518987,32.18390805,MP
B,E,91.2,91.5,2,X,G,77.69,12,58.49056604,74.52229299,76.96969697,50.9202454,29.50819672,60.47904192,51.95530726,53.75722543,96.42857143,88.48920863,91.72413793,89.7810219,65.45454545,82.27848101,68.96551724,NaN
B,B,86,72.5,2,X,G,60.51,13,71.50943396,89.8089172,61.21212121,80.36809816,49.01639344,66.46706587,55.30726257,58.38150289,58.92857143,64.02877698,66.89655172,83.94160584,67.09090909,69.62025316,57.47126437,BP
B,A,91.8,95.25,2,X,G,80.79,12,66.03773585,78.34394904,56.36363636,80.36809816,49.18032787,65.26946108,63.12849162,75.72254335,58.92857143,74.10071942,77.93103448,64.96350365,83.63636364,94.93670886,71.26436782,BP
A,L,88.4,84.83,2,X,J,76.9,13,43.20754717,73.24840764,66.06060606,59.50920245,52.45901639,67.66467066,64.24581006,60.69364162,50,69.78417266,58.62068966,73.72262774,78.18181818,92.40506329,62.06896552,BP
B,E,82.16,89.66,2,X,G,76.97,12,48.86792453,77.07006369,70.90909091,61.96319018,37.70491803,68.86227545,51.95530726,58.38150289,57.14285714,58.27338129,73.79310345,81.02189781,52.72727273,59.49367089,48.27586207,NaN
B,E,92.8,90.16,2,X,G,72.8,11,33.96226415,57.96178344,66.06060606,55.82822086,55.73770492,72.45508982,67.59776536,53.75722543,62.5,74.10071942,77.93103448,69.34306569,61.81818182,94.93670886,64.36781609,LP
B,E,88,90,2,X,G,81.84,13,47.16981132,61.78343949,61.21212121,73.00613497,52.45901639,67.66467066,60.89385475,75.72254335,76.78571429,84.17266187,79.31034483,83.94160584,70.90909091,84.81012658,71.26436782,BP
B,A,81.18,86.91,2,X,G,79.7,13,56.60377358,64.33121019,69.6969697,77.91411043,22.95081967,56.88622754,44.13407821,57.22543353,50,61.15107914,66.89655172,69.34306569,67.27272727,79.74683544,66.66666667,LP
B,E,88.96,85,3,X,G,71.42,14,13.20754717,66.87898089,52.72727273,49.69325153,39.3442623,71.25748503,60.89385475,50.28901734,37.5,55.39568345,61.37931034,59.12408759,27.27272727,84.81012658,16.09195402,NaN
B,E,79.33,82.5,2,X,G,70.22,12,62.26415094,88.53503185,69.6969697,79.14110429,36.06557377,54.49101796,62.01117318,58.38150289,57.14285714,71.22302158,68.27586207,72.26277372,56.36363636,44.30379747,71.26436782,BP
B,E,88.32,88.17,2,X,J,73.95,13,66.03773585,83.43949045,66.06060606,82.82208589,42.62295082,56.88622754,69.83240223,58.38150289,69.64285714,79.85611511,71.03448276,79.5620438,61.81818182,69.62025316,50.57471264,BP
A,A,86.8,81,2,X,J,75.58,13,100,89.8089172,100,61.96319018,50.81967213,68.86227545,66.48044693,60.69364162,48.21428571,78.41726619,61.37931034,57.66423358,63.63636364,49.36708861,66.66666667,LP
A,A,94.2,95.33,2,X,G,83.82,12,39.62264151,69.42675159,63.63636364,57.05521472,34.26229508,44.91017964,56.42458101,65.31791908,60.71428571,69.78417266,77.93103448,70.80291971,52.72727273,59.49367089,48.27586207,BP
B,L,81.33,65.5,2,X,G,67.8,13,75.47169811,75.79617834,85.45454545,63.19018405,55.73770492,74.8502994,59.77653631,76.87861272,83.92857143,82.73381295,83.44827586,88.32116788,92.72727273,79.74683544,57.47126437,BP
A,E,88.32,87.5,2,X,J,73.2,13,49.05660377,68.15286624,60,68.09815951,47.54098361,74.8502994,57.54189944,57.22543353,75,81.29496403,79.31034483,78.10218978,78.18181818,79.74683544,75.86206897,BP
A,E,83.04,80,2,X,K,64.5,12,28.30188679,63.05732484,57.57575758,54.60122699,26.2295082,58.08383234,46.36871508,56.06936416,42.85714286,68.34532374,57.24137931,60.58394161,54.54545455,79.74683544,39.08045977,LP
B,I,78.6,65,2,X,J,73.46,12,64.1509434,92.3566879,78.18181818,58.28220859,34.26229508,56.88622754,69.83240223,65.31791908,62.32142857,85.61151079,73.79310345,81.02189781,65.27272727,72.15189873,80.45977011,LP
A,L,86,65.25,2,X,G,70.88,14,58.49056604,75.79617834,80.60606061,69.32515337,55.73770492,60.47904192,74.30167598,80.34682081,58.92857143,69.78417266,75.17241379,69.34306569,69.09090909,59.49367089,75.86206897,BP
B,E,81.2,65.33,2,X,G,69.85,12,73.58490566,68.15286624,84.24242424,64.41717791,22.95081967,74.8502994,51.95530726,56.06936416,46.42857143,76.97841727,54.48275862,60.58394161,47.27272727,56.96202532,41.37931034,MP
B,E,81,84.5,2,X,J,67.8,13,56.60377358,82.1656051,67.27272727,75.4601227,44.26229508,62.8742515,62.01117318,66.47398844,55.35714286,72.6618705,72.4137931,64.96350365,81.81818182,77.21518987,68.96551724,BP
A,E,84.48,85.66,2,X,G,64.32,12,30.18867925,50.31847134,72.12121212,58.28220859,40.98360656,58.08383234,60.89385475,63.00578035,73.21428571,88.48920863,76.55172414,75.18248175,54.54545455,74.6835443,36.7816092,MP
B,E,79.68,89.5,2,X,G,77.2,12,49.05660377,68.15286624,69.6969697,65.64417178,50.81967213,70.05988024,49.72067039,57.22543353,80.35714286,79.85611511,86.20689655,88.32116788,58.18181818,84.81012658,52.87356322,BP
B,E,85.6,75.5,3,X,G,71.26,13,35.8490566,59.23566879,63.63636364,61.96319018,47.37704918,77.24550898,54.18994413,64.16184971,62.5,65.4676259,72.4137931,81.02189781,36.36363636,54.43037975,34.48275862,MP
A,E,80,79.5,2,X,J,76,12,47.16981132,65.60509554,63.63636364,66.87116564,26.2295082,52.09580838,44.13407821,73.41040462,75,72.6618705,88.96551724,67.88321168,74.54545455,64.55696203,66.66666667,BP
A,E,72.8,67.52,3,X,J,64.68,13,0,52.86624204,50.3030303,44.78527607,0,35.32934132,39.66480447,59.53757225,53.57142857,75.53956835,77.93103448,56.20437956,38,77.21518987,48.27586207,MP
B,E,92,82.33,2,X,J,70.3,13,39.62264151,74.52229299,67.27272727,53.37423313,19.67213115,49.7005988,47.48603352,54.9132948,69.64285714,81.29496403,76.55172414,79.5620438,54.54545455,74.6835443,27.5862069,MP
B,E,84.96,76,2,X,G,74.6,12,60.37735849,68.15286624,73.33333333,71.7791411,44.26229508,55.68862275,56.42458101,64.16184971,80.35714286,87.05035971,83.44827586,78.10218978,63.63636364,77.21518987,57.47126437,LP
A,E,87.84,92,2,X,G,66.19,13,75.47169811,78.34394904,84.24242424,80.36809816,32.62295082,46.10778443,62.01117318,53.75722543,53.57142857,69.78417266,61.37931034,75.18248175,58.18181818,64.55696203,36.7816092,MP
A,C,88,93.8,2,X,J,73,13,50.94339623,75.79617834,66.06060606,63.19018405,31.14754098,60.47904192,50.83798883,49.13294798,39.28571429,55.39568345,64.13793103,62.04379562,50.90909091,51.89873418,48.27586207,MP
A,C,87.16,96.2,2,X,J,89.87,12,52.83018868,54.14012739,66.06060606,79.14110429,49.18032787,74.8502994,72.06703911,58.38150289,67.85714286,78.41726619,82.06896552,66.42335766,65.27272727,74.6835443,73.56321839,BP
A,C,87,90.1,2,X,G,73.24,12,16.98113208,73.24840764,57.57575758,46.01226994,39.3442623,70.05988024,56.42458101,54.9132948,44.64285714,55.39568345,76.55172414,59.12408759,32.72727273,69.62025316,9.195402299,BP
A,C,85.83,96.5,2,X,G,86.52,12,39.62264151,69.42675159,62.42424242,60.73619632,67.21311475,79.64071856,56.42458101,79.19075145,78.57142857,85.61151079,76.55172414,69.34306569,69.09090909,89.87341772,48.27586207,BP
B,M,70.33,62.8,2,W,F,79.69,16,24.52830189,56.68789809,55.15151515,60.73619632,21.31147541,55.68862275,40.78212291,56.06936416,60.71428571,74.10071942,64.13793103,82.48175182,60,79.74683544,36.7816092,BP
B,M,91.7,85.6,2,X,G,83.72,13,66.03773585,78.34394904,79.39393939,57.05521472,50.81967213,67.66467066,62.01117318,64.16184971,80.35714286,85.61151079,82.06896552,81.02189781,41.81818182,62.02531646,22.98850575,BP
